age,income,account_balance,transaction_count,gender,occupation,region
42.3,57559.44,24382.24,7,M,engineer,west
35.5,46932.1,26634.28,24,M,manager,north
42.3,61082.3,19027.21,15,M,doctor,north
34.2,71073.56,31165.79,14,M,engineer,east
35.8,42849.92,11929.02,17,M,engineer,south
15.0,61312.11,26860.68,11,F,engineer,east
44.2,63495.64,30615.73,13,M,student,east
38.5,49229.03,23013.31,18,F,manager,east
45.0,51182.16,28708.68,16,M,doctor,west
6.0,63459.16,15086.66,17,M,teacher,south
55.9,42998.68,15341.73,17,F,teacher,east
33.6,65248.86,27367.17,12,F,engineer,north
46.1,46569.68,31785.5,21,M,student,west
24.6,75942.81,6251.34,17,M,manager,west
41.1,95067.42,30220.21,16,F,doctor,south
24.5,47088.65,19567.98,15,F,doctor,north
28.8,68013.12,23071.94,10,F,doctor,north
54.1,49098.87,11604.82,10,F,engineer,east
33.1,75614.31,16483.83,13,M,engineer,north
37.2,41021.12,34661.25,16,F,doctor,east
43.7,67208.8,25328.63,9,M,engineer,east
40.0,46905.17,21172.22,13,F,engineer,east
36.5,56895.23,23835.12,12,M,doctor,west
38.6,44534.62,29892.12,15,F,student,south
59.0,72335.26,29404.94,18,M,student,west
34.4,47445.29,24249.73,13,F,engineer,north
37.0,68279.46,35929.59,17,F,engineer,north
45.5,54838.53,34704.63,14,F,doctor,south
46.1,58282.91,29133.72,14,F,manager,east
46.9,62216.34,25546.12,15,M,student,north
41.4,48572.63,31573.21,14,F,student,east
23.6,63155.51,28142.67,7,F,manager,south
51.3,82955.02,35608.0,6,F,engineer,west
23.5,48328.58,33995.61,16,M,engineer,east
38.0,77577.15,14817.46,10,M,engineer,east
27.5,82471.46,14140.37,15,F,doctor,west
34.4,47757.68,17987.5,17,M,engineer,east
38.3,38174.18,34761.39,15,M,manager,south
38.2,64529.41,9236.91,15,M,manager,south
39.2,51788.89,28947.57,15,F,engineer,east
51.1,88029.05,28625.43,16,M,student,north
39.5,60522.11,36626.48,15,M,doctor,north
32.6,47967.01,26803.39,15,F,student,south
44.6,42792.61,11567.91,17,F,student,east
46.9,76348.57,15406.45,25,F,engineer,south
22.7,51432.24,13180.04,15,M,teacher,north
41.0,60657.43,19620.56,22,F,engineer,north
42.0,74337.04,23170.98,10,M,manager,east
32.0,52736.12,13345.58,17,M,doctor,east
48.8,59311.07,39706.62,20,F,student,east
33.5,59751.47,11747.19,24,F,engineer,south
36.3,70249.87,38461.03,17,F,manager,west
33.3,68861.17,36851.63,8,F,student,south
35.2,56698.29,33983.03,9,F,manager,east
24.0,60954.74,18062.33,15,F,engineer,west
20.6,54423.31,28424.51,20,M,doctor,west
50.9,37835.81,12226.29,17,F,engineer,east
26.5,63864.01,34109.07,13,M,engineer,west
25.1,88382.88,24260.15,13,M,teacher,east
13.5,46744.21,20906.8,16,M,engineer,south
28.6,48404.55,12762.55,19,M,manager,south
21.8,46939.08,224.94,17,M,teacher,east
51.4,70868.88,14614.59,18,M,manager,east
45.1,66727.28,36127.98,14,F,engineer,south
28.1,57621.93,20971.67,18,M,engineer,west
57.5,46229.71,23306.71,15,M,engineer,south
44.8,61385.65,31555.54,18,M,engineer,south
31.8,36530.67,43056.69,15,F,teacher,north
10.0,62151.4,38250.05,18,M,doctor,west
57.9,73072.87,15276.65,17,M,student,west
21.1,41232.01,5574.29,22,F,teacher,east
18.5,37012.23,48596.14,16,F,engineer,west
45.2,83691.57,47689.92,16,F,engineer,west
59.4,50823.61,26884.54,16,M,student,west
48.8,77039.22,12295.12,16,F,manager,south
40.6,57690.04,34632.27,21,F,manager,east
40.9,57570.68,23920.16,8,F,engineer,north
43.5,66576.19,23870.19,12,M,engineer,west
42.6,46740.02,33944.59,14,F,engineer,west
37.8,61987.46,28343.75,21,M,student,east
36.0,54277.66,13141.85,12,M,engineer,south
34.4,40192.6,21752.58,11,F,doctor,south
27.5,65062.23,31611.53,24,M,doctor,south
32.2,56050.38,30102.52,11,M,doctor,south
18.1,57644.63,27620.17,16,M,engineer,east
34.0,41847.59,34334.23,21,F,doctor,north
25.1,83871.01,21382.83,14,M,engineer,west
24.0,73150.71,26786.7,17,F,student,south
36.8,74462.34,-8755.79,14,M,engineer,west
48.9,55418.33,20503.5,12,F,engineer,east
44.2,34062.26,32639.03,17,M,teacher,south
19.3,89293.76,21096.06,18,M,manager,north
25.1,59083.54,20337.73,18,F,engineer,west
44.4,48768.0,14585.47,15,M,teacher,east
25.2,66252.02,35033.66,16,F,engineer,north
32.8,77506.81,30484.63,16,F,engineer,north
40.5,59654.24,33254.15,16,M,doctor,east
25.3,79178.63,7737.86,13,F,engineer,south
36.1,76245.0,23395.5,19,M,manager,north
21.7,43854.28,22198.89,25,F,manager,east
29.0,49893.15,22194.28,18,F,student,east
38.2,74363.06,18839.72,15,F,engineer,south
19.1,19310.81,21538.96,12,M,teacher,west
39.4,57758.16,33496.45,15,M,student,east
34.8,38537.53,5871.49,7,M,manager,west
40.5,52851.69,42772.95,23,M,engineer,north
37.2,55517.7,29838.41,15,F,doctor,south
48.6,54626.33,24576.68,14,M,student,north
36.3,51716.08,34068.34,18,M,teacher,south
30.7,43542.85,10481.65,18,F,manager,west
36.2,94378.67,18352.99,18,M,teacher,west
40.4,88011.93,23789.25,10,M,engineer,east
35.5,42569.01,38655.6,21,F,engineer,east
35.4,83731.75,24535.03,19,M,engineer,east
28.0,54008.02,29500.55,15,M,engineer,east
28.4,61937.81,19104.21,16,M,student,north
21.0,59050.89,29868.42,14,M,manager,east
52.5,50103.77,41772.4,14,M,manager,east
22.6,74757.79,34955.27,11,F,doctor,south
28.1,61888.3,24185.44,18,M,teacher,north
27.8,52851.73,31754.91,22,M,engineer,south
43.9,40431.16,30775.17,13,M,student,east
32.1,46596.07,30065.88,11,M,doctor,north
47.5,35379.3,36119.53,20,M,teacher,east
28.3,60183.35,36044.78,14,M,student,south
37.8,42050.02,23728.41,20,M,teacher,south
26.6,56016.59,31418.79,21,M,student,west
56.5,80551.53,21169.05,15,F,student,east
23.1,77989.49,15769.28,12,M,engineer,south
38.1,59515.85,22305.06,14,M,engineer,west
41.3,58693.73,24237.22,15,M,student,south
39.1,88198.12,8384.19,14,F,teacher,west
33.1,67811.34,33603.33,14,M,engineer,east
33.7,55082.9,-2673.25,20,F,teacher,north
35.4,38609.73,52148.17,16,M,doctor,east
33.5,65908.1,40018.79,18,M,manager,south
44.6,72439.86,22389.91,10,M,student,north
57.1,50525.23,25094.26,8,M,student,north
29.4,64368.04,28029.72,17,F,student,north
21.3,54546.4,19108.4,14,F,engineer,east
34.1,57239.51,26926.19,21,M,manager,west
60.8,22682.67,23560.0,19,M,engineer,west
27.0,56673.28,24057.27,18,M,engineer,south
51.4,74540.54,26814.61,15,M,manager,east
51.8,50528.96,11864.72,19,F,teacher,north
29.5,60787.9,25395.7,14,M,student,east
40.7,48660.74,26634.48,13,F,engineer,west
51.3,65406.63,26288.5,11,F,manager,north
31.2,56752.15,22841.69,15,F,engineer,west
33.0,45911.38,36378.58,12,M,engineer,west
29.2,79988.27,21463.47,18,M,teacher,east
24.9,73933.98,27273.26,16,F,teacher,east
28.5,50926.4,37972.98,25,F,teacher,east
22.8,67466.82,24206.24,18,F,student,west
35.3,68061.18,27144.63,15,M,manager,east
27.3,69634.52,24036.15,14,M,engineer,south
37.3,34586.16,37373.7,15,F,engineer,east
19.4,75099.1,22422.75,12,M,teacher,south
38.3,51454.52,37833.55,10,M,teacher,west
43.3,54632.58,23964.12,13,M,doctor,west
15.1,99568.23,16405.4,11,F,engineer,east
38.7,64528.1,31793.73,18,M,manager,east
47.3,54205.16,21953.32,13,M,engineer,west
22.9,26920.58,31205.01,20,F,doctor,north
51.7,80846.46,-2294.04,22,F,doctor,east
39.2,39821.85,25052.05,13,M,engineer,south
27.9,44948.42,20403.95,20,F,manager,east
34.4,55029.72,14367.41,14,F,doctor,south
40.6,81246.18,19467.59,22,M,doctor,east
35.8,71598.6,19262.97,12,F,teacher,south
40.4,57632.44,24520.14,12,F,student,north
25.8,64624.38,11326.74,12,M,manager,north
36.7,50994.21,28162.74,9,M,teacher,north
20.9,62094.81,38662.15,16,M,engineer,north
33.9,61100.05,27809.28,8,F,engineer,east
26.0,74531.55,33089.89,10,M,engineer,east
27.6,74507.67,35945.62,17,F,student,north
47.4,67409.66,37364.9,14,M,teacher,east
45.9,54564.79,43701.39,16,M,student,east
41.1,71127.33,20007.98,15,F,engineer,north
24.1,58620.47,17815.16,10,F,teacher,south
31.8,43771.28,32834.66,12,M,student,east
47.1,53950.68,32082.66,7,F,engineer,north
36.4,61267.9,32756.75,13,M,doctor,north
58.2,73653.24,43892.82,20,F,student,west
38.9,57247.08,25113.7,15,M,student,east
36.9,41862.02,29261.57,14,M,manager,south
31.9,60851.13,15196.12,10,F,student,east
36.3,61701.84,46353.21,19,M,manager,west
33.5,62787.56,21634.55,19,M,engineer,west
42.1,73798.07,21917.84,22,F,manager,south
44.6,75283.85,21532.5,19,F,student,south
27.1,51086.84,18551.04,16,M,doctor,east
21.7,50757.85,17705.63,20,F,engineer,north
16.6,44397.02,19762.96,23,M,doctor,west
40.1,70482.24,11342.04,16,M,manager,south
24.0,81732.3,17146.82,9,F,engineer,south
13.5,55273.77,44489.63,19,M,manager,west
38.9,56378.54,32356.55,20,M,doctor,north
59.9,82001.74,34259.04,10,M,doctor,north
34.9,67583.37,36772.09,17,M,teacher,east
43.4,66543.54,43341.35,17,M,engineer,south
35.8,42136.25,7285.77,14,F,doctor,east
34.0,70180.92,12701.17,23,F,doctor,north
44.2,46062.95,16962.76,22,M,teacher,south
32.1,42989.7,20302.7,17,F,engineer,north
37.7,54798.43,21994.31,16,F,teacher,east
38.2,51213.11,20530.22,21,F,teacher,north
28.3,56676.0,27193.09,19,F,student,south
44.9,38385.28,25352.95,20,M,manager,west
33.3,74382.24,17771.65,15,F,student,west
27.4,76915.29,3244.51,9,F,doctor,east
40.4,30789.86,15071.31,18,F,doctor,south
26.0,74676.87,19507.61,12,F,engineer,east
35.3,47842.07,22529.21,15,F,manager,east
34.9,72854.63,13703.33,14,F,teacher,west
45.9,58973.3,20091.94,19,M,manager,west
39.7,60431.63,13690.13,14,F,teacher,west
34.7,57223.54,23741.81,10,F,engineer,west
43.2,78181.94,14269.09,18,F,engineer,north
48.9,41406.18,16510.95,17,F,manager,east
40.6,69117.61,11913.16,11,M,engineer,west
35.1,76519.95,23464.99,16,M,engineer,west
21.9,70745.1,16335.52,16,F,student,west
24.3,94870.48,34067.84,19,F,manager,east
31.9,52065.8,29058.5,14,F,engineer,east
28.9,74359.57,24301.48,21,F,engineer,north
33.1,58408.64,17025.15,21,M,engineer,east
35.6,78501.09,28805.2,13,F,doctor,south
40.3,59884.67,31907.01,14,M,manager,west
34.3,54181.86,26426.88,12,M,engineer,west
39.9,79591.08,41037.02,10,F,student,east
35.6,52626.57,29596.37,12,F,engineer,north
15.2,38809.11,34136.07,18,M,engineer,south
25.6,52247.3,26335.65,14,F,student,east
33.6,69285.49,31756.64,16,M,engineer,north
22.9,80880.58,17032.19,17,F,student,north
41.0,61666.94,20416.02,16,F,manager,west
50.3,79772.96,28493.64,20,F,engineer,north
47.2,39627.38,28420.99,15,F,teacher,north
32.9,53351.05,30076.12,7,M,doctor,east
49.9,55671.37,36003.93,14,F,student,west
36.5,58281.61,10750.29,11,F,teacher,west
31.6,61261.42,15255.47,17,F,teacher,west
28.9,70363.66,27295.73,23,M,engineer,east
32.0,53327.9,17756.36,15,F,doctor,south
31.1,62085.43,58777.68,15,M,engineer,west
36.7,59323.16,30157.2,21,M,engineer,south
36.6,46111.65,24216.69,10,F,student,south
35.0,58295.0,19845.31,15,M,engineer,south
39.4,57845.11,20198.38,13,F,engineer,west
46.9,57523.79,25301.41,17,F,manager,west
44.5,60476.39,26119.82,8,F,manager,south
20.2,61135.1,20433.01,19,M,engineer,south
9.5,53515.57,22268.48,21,M,engineer,west
44.3,79090.72,38442.85,24,M,engineer,north
21.3,42457.79,38845.05,16,F,engineer,east
32.8,49185.45,27520.34,17,F,manager,south
23.3,101699.45,11587.4,16,M,doctor,south
17.0,44430.13,30385.03,15,M,manager,south
40.4,39693.68,40542.82,15,F,doctor,south
42.6,71017.15,38697.81,13,M,manager,east
29.2,28843.2,32344.26,16,F,doctor,west
9.1,56470.89,39224.23,11,F,student,south
29.5,92187.37,25533.84,21,M,teacher,west
38.9,36825.96,31281.03,11,F,manager,east
20.2,30270.53,18192.24,12,F,teacher,south
36.8,37512.28,27922.65,14,M,teacher,east
34.8,73475.39,38295.34,18,M,manager,east
40.8,76871.65,19105.77,16,M,engineer,north
36.2,52311.17,16385.57,19,F,doctor,south
25.3,70248.19,25974.89,25,F,manager,west
47.0,80853.83,22733.38,13,M,manager,east
33.4,86810.2,31491.48,16,F,doctor,south
34.7,56304.97,20467.4,20,M,teacher,south
25.7,25477.92,42184.4,19,F,engineer,north
30.6,47686.82,12103.24,12,F,student,south
26.2,53597.94,37537.35,17,F,teacher,north
33.3,56115.92,17351.51,17,F,manager,north
52.1,57182.11,7040.17,19,F,engineer,south
21.3,76783.42,27378.75,17,M,engineer,east
18.9,79116.43,22453.92,23,M,teacher,north
49.7,57424.9,13903.91,17,F,manager,north
32.9,76477.27,8186.23,20,M,teacher,north
28.3,65364.92,24916.39,14,M,engineer,south
45.4,60967.59,34758.37,24,F,engineer,north
28.9,73598.16,30849.53,14,F,engineer,east
53.3,61083.78,25567.07,12,F,engineer,south
41.8,90867.17,29788.48,13,M,engineer,south
30.1,38423.83,24727.86,17,M,manager,west
56.6,52272.44,10702.76,11,M,teacher,east
28.9,58102.22,10791.06,14,F,teacher,north
42.4,66591.79,22968.31,15,F,student,south
38.0,79019.41,23393.47,13,F,teacher,west
48.0,59634.02,33509.83,14,F,student,west
50.6,38666.56,32573.04,12,F,engineer,south
35.3,72637.71,31051.33,18,M,teacher,north
27.5,71324.38,22197.17,17,M,teacher,south
39.6,30872.12,11193.48,17,M,doctor,south
28.2,59942.94,29120.71,11,F,doctor,south
55.1,36147.87,30251.69,23,F,engineer,east
36.4,50030.23,1114.69,16,M,manager,north
31.3,46457.87,16656.62,13,M,teacher,north
36.8,72138.97,18089.46,21,F,engineer,east
21.5,61752.45,26183.5,20,M,doctor,west
25.3,40716.13,16966.4,14,F,manager,north
47.0,73200.99,24618.65,23,M,engineer,east
28.4,38492.91,22894.65,17,M,engineer,south
24.5,64951.71,23408.51,13,M,manager,south
40.4,47789.84,17836.06,18,M,student,west
46.9,54514.84,18610.15,14,F,engineer,south
42.2,67564.06,14197.33,19,F,student,east
45.0,67821.74,28800.67,20,F,teacher,south
27.4,80054.54,30711.03,16,M,student,north
20.8,58766.19,17293.82,5,F,doctor,east
50.0,64596.76,40206.4,8,M,student,south
31.8,53433.94,21853.99,15,F,manager,north
32.5,62729.85,40301.86,12,M,engineer,east
48.3,66592.29,18578.73,13,F,engineer,north
40.6,58525.35,4734.22,15,F,doctor,north
39.6,32943.74,29021.98,16,M,engineer,east
56.7,64972.06,27485.45,9,F,teacher,north
28.6,65468.42,25343.94,16,M,student,east
44.3,49797.4,18577.68,13,M,engineer,west
35.6,40734.19,24654.28,15,M,teacher,north
37.7,82138.19,19887.41,15,F,teacher,south
50.3,67371.68,21976.5,18,F,doctor,east
40.1,56563.78,33416.32,12,F,engineer,south
40.4,42944.51,26842.17,16,F,engineer,east
45.7,47672.78,31099.51,15,F,student,south
31.4,79538.86,22681.31,18,M,manager,north
26.6,62064.93,21579.83,15,F,manager,north
24.6,51741.19,13465.17,20,F,manager,east
15.3,67645.34,21299.63,17,F,teacher,north
55.6,47784.03,-8211.15,12,M,manager,west
24.0,82512.65,19097.78,8,M,teacher,east
32.8,80292.01,24181.26,17,M,engineer,north
32.2,53001.39,30636.74,17,M,teacher,north
38.1,50569.95,22313.22,13,F,engineer,south
43.2,20728.0,28476.74,18,M,teacher,east
43.6,37776.29,3202.11,13,F,engineer,west
29.2,39907.95,24431.63,14,F,doctor,north
33.3,62027.86,8204.97,11,F,teacher,north
37.8,55106.49,12916.96,18,M,manager,south
32.5,39819.97,23128.34,27,F,doctor,north
51.1,55782.54,37762.64,17,M,student,east
39.9,67580.06,28712.07,7,M,engineer,south
42.3,67917.59,25182.31,15,M,manager,south
41.6,31504.95,24804.7,18,M,manager,east
46.7,58076.05,17863.71,11,M,student,south
36.8,39249.89,19560.17,9,M,teacher,south
22.0,73525.93,29273.76,18,M,teacher,south
39.0,71762.2,11146.39,20,F,engineer,east
28.5,46529.59,30930.54,11,M,engineer,south
29.7,48509.32,21114.93,12,F,doctor,north
40.9,53080.99,33255.57,14,M,manager,north
47.4,26208.1,34610.93,13,F,engineer,north
35.2,65039.52,8269.16,17,F,engineer,north
38.1,55907.33,19184.19,20,F,engineer,south
52.0,74552.63,16444.72,19,F,engineer,north
37.4,43523.86,6872.72,14,M,student,south
61.0,50713.16,14674.67,14,F,student,south
40.7,37402.12,49412.56,10,M,teacher,east
17.4,44935.64,31095.1,14,M,engineer,east
42.5,42270.27,44172.88,18,M,student,south
38.8,74939.61,33290.98,16,F,engineer,north
47.9,49526.07,17581.57,11,M,doctor,north
41.7,61862.64,21182.29,11,F,student,north
33.6,54288.55,30884.36,7,M,doctor,south
22.8,40958.02,29375.06,12,F,engineer,north
32.9,57475.49,19226.58,9,M,engineer,south
26.5,68986.55,9900.07,16,F,student,west
29.2,41883.61,57877.61,15,F,engineer,north
40.9,72136.69,23588.5,17,M,teacher,west
51.7,47254.19,21742.61,13,M,manager,west
38.9,52755.24,26133.34,12,F,manager,west
23.0,67960.25,22572.71,15,F,teacher,west
39.4,50048.46,26227.29,14,F,engineer,north
47.0,60563.62,37869.47,18,F,doctor,north
28.9,55279.64,23754.52,16,F,engineer,north
33.7,61940.52,13372.9,17,F,engineer,north
35.1,24288.91,23383.56,17,M,manager,south
27.2,32554.77,20355.98,15,M,engineer,west
41.5,69239.51,39238.99,21,F,engineer,south
33.8,75557.72,36711.19,14,M,teacher,north
39.2,46342.7,26075.25,20,F,teacher,east
26.1,56339.57,12212.64,23,M,manager,north
30.6,64420.79,12741.08,15,F,manager,south
42.2,70398.26,25151.23,14,F,manager,south
31.3,29584.84,28363.23,22,M,doctor,west
52.3,46709.4,21253.77,15,M,manager,east
31.0,55011.31,20198.3,18,M,engineer,east
37.2,70547.1,19072.01,13,F,teacher,north
44.3,97476.46,24766.06,12,M,doctor,west
20.8,56579.91,1172.38,12,F,engineer,south
17.4,38895.34,13986.73,14,M,engineer,east
19.7,66034.02,18729.49,14,M,teacher,west
47.6,79814.94,37075.03,19,M,doctor,east
29.5,61620.21,16861.86,15,F,teacher,east
60.6,46400.27,26804.68,21,F,manager,north
29.4,74369.91,27265.43,15,M,teacher,south
36.8,69953.18,37979.17,13,F,student,west
50.4,44608.79,37625.77,14,F,teacher,north
55.1,65721.38,24424.97,9,M,doctor,west
55.6,74958.98,20245.15,15,M,engineer,east
47.1,77728.35,18361.67,15,M,teacher,south
45.2,59003.27,22589.37,15,M,student,east
40.9,54628.81,20659.67,10,F,teacher,north
42.8,78409.11,30536.27,16,M,engineer,north
29.5,41847.59,29203.1,16,F,doctor,south
26.8,66578.69,30918.01,12,M,engineer,south
35.0,39449.6,37592.84,18,M,doctor,west
33.3,75980.64,43628.69,14,M,teacher,south
30.5,56129.32,26246.63,9,M,teacher,east
42.0,79028.75,35994.64,6,M,manager,north
44.6,67371.19,21483.4,17,M,manager,east
35.9,41651.7,36850.07,16,F,teacher,east
49.8,81369.42,35615.09,21,F,doctor,south
23.6,83268.68,35084.16,20,F,manager,west
33.1,73234.3,25940.7,14,F,manager,west
27.8,48576.18,18316.42,18,F,engineer,east
16.3,55409.79,11054.72,12,F,teacher,west
34.2,62181.41,24599.63,13,F,teacher,east
33.8,49444.34,40330.13,17,M,engineer,west
50.1,85385.2,21901.55,10,F,engineer,south
41.3,62164.9,32851.27,14,M,engineer,north
24.8,19449.78,33439.51,13,F,manager,west
53.5,65090.34,22163.14,9,F,doctor,north
47.2,54777.64,38163.45,18,M,teacher,south
40.8,58876.1,-4086.61,19,M,doctor,north
32.7,54470.71,12772.5,14,M,manager,south
25.4,72105.7,15843.68,17,M,teacher,south
31.3,76795.32,16802.85,18,M,teacher,east
45.9,64245.8,28362.63,9,F,engineer,west
53.8,54910.33,27900.38,17,M,doctor,north
50.4,59379.94,28939.91,15,M,teacher,east
30.1,60293.99,30960.81,16,M,teacher,north
23.8,47963.55,15498.95,18,F,teacher,north
36.4,68683.93,12818.24,18,M,doctor,east
17.3,66900.63,28963.2,17,M,doctor,west
38.2,83106.62,18697.68,18,M,teacher,north
33.5,78830.25,9295.25,17,F,engineer,south
30.3,49714.88,34713.44,9,M,doctor,north
19.1,72304.48,38951.02,12,F,student,west
40.1,45735.7,40571.61,13,F,manager,south
29.7,70438.98,26870.08,19,M,student,south
23.3,52250.79,31259.32,14,F,engineer,west
6.3,44651.2,38698.68,19,F,engineer,east
34.7,64200.68,18585.84,17,F,doctor,west
52.7,19881.49,36106.78,14,F,engineer,west
51.6,33735.37,27753.96,8,F,engineer,south
30.4,57337.62,34137.12,13,F,teacher,east
29.0,61236.63,26860.93,11,M,engineer,north
39.7,54460.22,37962.57,17,F,engineer,west
25.0,36308.46,27235.24,17,F,student,south
38.0,47731.62,10160.21,16,M,engineer,east
42.7,65868.14,39519.27,10,F,engineer,south
47.3,68726.73,15524.69,10,M,engineer,south
34.0,59756.65,37530.58,13,M,manager,north
33.0,77352.51,24097.57,13,F,manager,east
26.2,65960.96,36760.11,13,F,engineer,north
26.7,48788.17,36347.69,17,F,engineer,north
32.7,55792.47,29301.43,13,M,manager,north
38.7,38957.01,30085.35,14,F,engineer,south
44.1,58377.92,29226.29,17,M,student,east
27.0,76681.51,4861.75,12,F,doctor,south
49.9,70279.35,26183.3,11,F,engineer,north
32.3,81030.14,13839.36,7,F,student,east
34.8,55456.72,26711.87,16,M,teacher,east
27.5,80191.5,13570.57,6,M,engineer,east
10.8,57100.44,13150.48,19,F,teacher,west
43.8,82073.78,41049.35,11,M,manager,north
42.4,59672.15,35694.47,15,F,engineer,west
32.2,70608.47,24958.57,19,M,teacher,east
35.7,82126.69,26847.69,17,M,engineer,east
40.2,57098.59,22520.84,21,F,manager,east
19.4,63275.83,30698.76,12,F,teacher,south
29.7,79332.95,18239.46,14,M,engineer,south
42.9,58004.95,34937.4,10,M,doctor,east
22.5,40186.62,22469.13,13,M,manager,north
37.9,92145.11,20801.53,18,F,manager,east
21.4,52953.53,25217.13,15,F,teacher,east
39.7,62381.34,19088.53,12,M,manager,south
34.6,77340.1,28286.82,18,F,teacher,north
18.8,50872.59,19626.37,14,M,engineer,north
46.6,44881.98,29685.24,12,F,manager,north
27.7,63806.06,37160.07,10,F,doctor,north
26.9,33103.85,17806.78,19,M,doctor,north
37.0,55681.41,23694.25,11,F,student,north
46.5,63675.58,29613.31,18,M,doctor,south
24.8,55950.72,20641.43,12,F,engineer,south
35.6,36848.24,29643.21,14,M,student,west
39.3,83912.67,30553.99,18,F,engineer,west
41.9,61553.07,35832.62,11,F,doctor,north
36.8,81467.28,18940.1,10,F,engineer,north
31.3,56099.46,15572.25,19,M,engineer,south
26.7,46799.82,21924.23,9,M,manager,north
35.9,64037.71,15322.48,26,F,teacher,east
24.3,56763.19,30644.98,17,F,doctor,south
5.8,42333.58,13382.49,15,M,manager,south
39.4,82046.76,48330.16,15,M,teacher,west
44.0,50665.95,37959.28,14,F,doctor,west
11.4,32396.0,25125.76,18,F,manager,west
24.9,79922.49,33673.94,16,M,manager,north
41.2,52435.53,8631.98,10,M,doctor,west
55.6,50882.64,50233.73,21,M,teacher,east
35.2,33519.19,19097.85,11,F,teacher,east
27.7,86114.12,23795.03,15,F,teacher,west
33.2,40657.79,6440.67,13,M,teacher,west
48.7,60876.74,29862.87,8,M,manager,east
28.5,73689.3,13936.56,15,F,engineer,south
27.0,66325.75,26016.56,20,F,student,south
30.2,59105.19,19557.26,17,F,manager,east
25.5,34475.01,14222.56,14,F,engineer,west
36.2,47854.13,16956.38,15,M,engineer,east
51.2,62817.01,27257.88,15,F,manager,south
38.2,48192.39,12185.09,18,F,manager,south
32.5,63050.39,17511.88,16,F,student,north
32.1,70226.15,31632.73,23,M,engineer,west
19.4,74437.54,51024.8,16,M,engineer,north
43.8,41607.31,29775.89,13,M,student,east
34.2,92949.69,15827.38,19,F,engineer,west
33.2,71512.19,21328.86,18,F,manager,south
66.9,59974.29,25315.89,15,F,engineer,west
38.0,76343.05,21505.75,11,F,manager,west
27.5,95481.12,34030.58,14,M,engineer,north
30.7,38419.2,27174.73,14,F,manager,south
46.5,56621.06,34078.52,17,M,doctor,east
36.1,24323.53,21855.56,18,F,student,south
20.6,62889.77,38255.0,14,F,engineer,east
44.2,65480.91,23335.14,18,F,engineer,east
28.3,59412.57,15288.1,10,F,engineer,north
53.7,50182.0,46773.2,24,F,student,south
45.8,29257.28,6750.22,15,F,doctor,north
30.5,65603.01,17612.61,17,M,doctor,north
47.8,81831.52,18729.72,18,M,engineer,east
35.7,51134.72,50083.06,11,M,teacher,east
43.5,66600.9,43068.59,9,M,teacher,north
39.8,36477.84,39939.28,16,M,teacher,east
26.5,66858.2,21693.41,19,F,manager,south
28.6,54099.27,49261.78,10,F,engineer,west
45.3,48563.73,28683.52,11,M,doctor,south
31.7,48594.55,34772.63,14,F,manager,north
31.0,54095.83,26796.95,12,F,student,east
25.4,65736.5,24505.33,15,F,manager,east
39.2,40317.55,22482.21,20,F,engineer,south
55.6,54043.27,22903.6,11,M,doctor,south
24.3,59377.92,31084.92,18,F,engineer,north
35.2,43514.41,28672.0,15,M,engineer,south
49.1,86949.98,24685.29,17,M,doctor,north
34.2,47197.57,40095.24,15,F,student,east
39.5,49958.45,-4667.53,13,F,engineer,west
24.4,45325.38,30098.87,23,F,engineer,east
39.3,86977.2,32177.39,16,M,doctor,north
33.1,68293.58,36469.63,11,F,engineer,west
44.9,45951.12,24351.29,18,M,doctor,south
46.9,76593.47,27079.2,19,F,engineer,north
60.9,63010.48,34859.48,17,M,engineer,east
40.8,63858.8,39911.66,18,M,doctor,south
38.3,54832.84,21994.64,16,M,student,south
36.9,48758.76,27669.76,10,M,manager,north
31.5,65066.49,41785.74,8,M,manager,south
38.4,51823.69,3759.73,20,M,engineer,north
32.0,87251.33,18099.87,8,M,student,east
36.7,40960.63,39658.36,18,F,teacher,south
48.2,83042.35,35925.38,12,M,student,south
24.9,58330.22,30224.45,14,F,teacher,north
46.4,64486.29,20514.03,13,F,engineer,west
48.2,72497.37,16181.82,16,F,engineer,south
33.8,50546.26,19087.84,17,M,doctor,south
13.8,72963.73,40480.08,22,M,engineer,east
28.9,19386.84,18715.57,18,F,student,north
48.0,49200.16,26014.23,15,M,engineer,south
34.8,46139.06,17462.92,10,M,teacher,east
25.0,41197.41,33427.74,16,F,engineer,south
30.0,56775.68,19612.74,15,F,engineer,north
43.4,65786.25,24024.06,17,F,manager,south
40.5,70539.9,8166.18,14,F,doctor,south
32.6,63613.15,8866.32,9,F,manager,west
31.3,50014.6,25076.73,14,F,engineer,south
31.1,65535.25,11748.43,10,F,student,north
25.8,61864.29,46050.87,16,M,teacher,west
51.2,74040.84,4384.77,15,M,student,south
31.8,71654.05,16998.25,19,M,engineer,south
47.2,60457.15,25167.01,14,F,manager,east
50.2,46541.2,21348.67,14,M,doctor,east
45.0,50205.75,13958.55,17,F,teacher,east
30.7,51753.16,15420.72,11,F,engineer,north
39.0,55271.0,15093.46,21,F,doctor,west
34.8,64020.76,22132.78,26,M,engineer,north
26.0,70727.62,44519.29,21,F,doctor,south
38.2,59233.22,25779.37,12,F,doctor,north
23.2,60241.87,36829.0,10,F,manager,east
