age,income,account_balance,transaction_count,gender,occupation,region,timestamp
21.4,73882.6,24261.38,10,F,teacher,north,2026-05-29 04:37:58.416996
30.9,66473.73,7453.91,13,M,doctor,east,2026-05-29 04:37:58.416996
29.9,65089.06,-4185.56,15,F,manager,south,2026-05-29 04:37:58.416996
38.6,37169.18,20588.23,13,M,engineer,east,2026-05-29 04:37:58.416996
57.1,29525.36,32017.32,7,M,student,north,2026-05-29 04:37:58.416996
48.3,69956.07,24567.11,12,F,teacher,south,2026-05-29 04:37:58.416996
40.2,55514.23,23124.82,10,M,manager,north,2026-05-29 04:37:58.416996
42.2,58051.58,-9185.37,12,F,engineer,west,2026-05-29 04:37:58.416996
38.2,58860.85,20140.44,15,M,doctor,south,2026-05-29 04:37:58.416996
50.9,59626.95,20257.74,14,M,manager,west,2026-05-29 04:37:58.416996
52.3,66637.73,29455.14,13,F,engineer,south,2026-05-29 04:37:58.416996
49.1,53282.29,9302.42,8,F,student,north,2026-05-29 04:37:58.416996
15.6,20708.32,31955.87,5,M,manager,north,2026-05-29 04:37:58.416996
42.2,67391.3,15887.47,13,M,doctor,east,2026-05-29 04:37:58.416996
39.8,65395.84,18408.4,14,M,engineer,east,2026-05-29 04:37:58.416996
53.9,31696.4,28335.27,14,F,student,east,2026-05-29 04:37:58.416996
44.9,34011.16,7726.89,13,M,engineer,north,2026-05-29 04:37:58.416996
48.7,70893.84,31890.48,16,F,engineer,south,2026-05-29 04:37:58.416996
36.1,75143.33,5744.3,11,M,manager,south,2026-05-29 04:37:58.416996
53.3,7054.47,29862.11,12,M,teacher,east,2026-05-29 04:37:58.416996
56.8,62935.18,19174.35,8,M,teacher,south,2026-05-29 04:37:58.416996
22.5,51028.37,20154.76,16,M,doctor,east,2026-05-29 04:37:58.416996
26.4,56334.96,-14781.67,9,M,teacher,south,2026-05-29 04:37:58.416996
51.1,57363.0,14910.9,12,F,engineer,east,2026-05-29 04:37:58.416996
39.9,41281.43,19477.33,18,F,manager,north,2026-05-29 04:37:58.416996
54.3,66748.06,40583.49,3,F,engineer,west,2026-05-29 04:37:58.416996
44.9,42613.31,21568.96,9,M,manager,east,2026-05-29 04:37:58.416996
50.3,68446.23,14164.38,10,F,student,north,2026-05-29 04:37:58.416996
33.0,72442.52,32003.9,12,M,doctor,east,2026-05-29 04:37:58.416996
46.1,39301.14,15938.03,15,M,manager,east,2026-05-29 04:37:58.416996
46.1,39741.05,34386.55,11,M,engineer,east,2026-05-29 04:37:58.416996
33.7,57045.8,25136.19,12,M,engineer,south,2026-05-29 04:37:58.416996
54.0,82065.82,11205.32,10,M,engineer,west,2026-05-29 04:37:58.416996
19.3,44331.24,33254.39,9,F,teacher,north,2026-05-29 04:37:58.416996
44.5,47742.46,29212.43,17,F,engineer,south,2026-05-29 04:37:58.416996
26.5,60779.3,32748.49,8,M,manager,north,2026-05-29 04:37:58.416996
29.7,66822.05,19814.61,8,M,teacher,south,2026-05-29 04:37:58.416996
53.8,64485.41,29213.57,7,F,manager,north,2026-05-29 04:37:58.416996
28.8,55581.29,45045.86,15,M,doctor,east,2026-05-29 04:37:58.416996
28.3,49500.66,24056.81,7,F,teacher,north,2026-05-29 04:37:58.416996
49.0,60972.81,17216.29,7,F,student,east,2026-05-29 04:37:58.416996
28.7,-2610.26,40527.52,16,F,manager,south,2026-05-29 04:37:58.416996
54.2,88646.57,30005.31,14,F,manager,north,2026-05-29 04:37:58.416996
49.7,51655.49,16594.16,11,M,manager,south,2026-05-29 04:37:58.416996
32.7,58281.36,42821.52,9,M,manager,east,2026-05-29 04:37:58.416996
53.8,92788.84,7559.0,16,M,teacher,east,2026-05-29 04:37:58.416996
18.7,41656.4,28349.98,10,M,teacher,east,2026-05-29 04:37:58.416996
47.7,96978.12,35757.86,8,F,manager,west,2026-05-30 04:37:58.416996
27.0,68313.9,34860.94,8,F,engineer,south,2026-05-30 04:37:58.416996
35.7,63037.72,11200.37,15,F,manager,south,2026-05-30 04:37:58.416996
36.5,66590.18,7113.28,13,M,student,south,2026-05-30 04:37:58.416996
57.4,39853.27,24754.08,8,M,engineer,east,2026-05-30 04:37:58.416996
36.0,25318.78,30456.98,10,F,engineer,south,2026-05-30 04:37:58.416996
41.1,33751.65,9064.49,12,M,engineer,east,2026-05-30 04:37:58.416996
36.7,74573.5,25621.39,13,F,manager,west,2026-05-30 04:37:58.416996
30.2,38159.71,4510.16,12,M,engineer,east,2026-05-30 04:37:58.416996
29.6,25226.23,34730.13,13,M,teacher,west,2026-05-30 04:37:58.416996
45.7,53572.3,15144.61,11,F,engineer,east,2026-05-30 04:37:58.416996
41.7,65344.64,20031.68,16,M,teacher,west,2026-05-30 04:37:58.416996
51.2,55695.72,32371.81,10,F,manager,west,2026-05-30 04:37:58.416996
39.1,65914.97,31254.44,13,F,manager,east,2026-05-30 04:37:58.416996
39.5,75790.24,27687.35,14,F,doctor,east,2026-05-30 04:37:58.416996
51.2,65283.01,34353.79,16,M,student,south,2026-05-30 04:37:58.416996
37.5,52227.05,26908.56,15,F,doctor,east,2026-05-30 04:37:58.416996
24.7,45202.28,39370.39,5,M,student,north,2026-05-30 04:37:58.416996
52.2,68874.48,1470.59,11,M,student,west,2026-05-30 04:37:58.416996
33.9,59955.66,21285.2,8,F,engineer,west,2026-05-30 04:37:58.416996
42.8,39506.2,20775.21,12,M,teacher,west,2026-05-30 04:37:58.416996
34.5,78439.28,19372.35,10,M,doctor,south,2026-05-30 04:37:58.416996
30.3,59718.94,27969.15,11,F,engineer,south,2026-05-30 04:37:58.416996
19.2,66752.44,24567.95,16,M,doctor,south,2026-05-30 04:37:58.416996
46.1,47943.67,31897.84,12,F,manager,west,2026-05-30 04:37:58.416996
1.3,75352.87,7793.52,10,M,engineer,west,2026-05-30 04:37:58.416996
57.6,26463.55,49506.54,10,M,manager,south,2026-05-30 04:37:58.416996
54.4,85158.95,17308.33,11,F,engineer,east,2026-05-30 04:37:58.416996
31.1,20100.89,25441.08,19,F,teacher,south,2026-05-30 04:37:58.416996
61.1,30220.81,19525.1,6,F,manager,east,2026-05-30 04:37:58.416996
66.7,59532.94,22972.8,10,F,engineer,south,2026-05-30 04:37:58.416996
38.7,45446.39,15581.07,8,M,doctor,north,2026-05-30 04:37:58.416996
46.9,49090.03,24469.64,14,F,doctor,north,2026-05-30 04:37:58.416996
43.6,45440.37,28961.16,8,F,engineer,south,2026-05-30 04:37:58.416996
60.2,40904.64,-6820.81,10,M,teacher,west,2026-05-30 04:37:58.416996
25.3,60705.59,18057.43,10,F,manager,east,2026-05-30 04:37:58.416996
39.3,54125.89,17601.05,17,M,teacher,east,2026-05-30 04:37:58.416996
53.0,70927.01,49852.82,20,M,manager,west,2026-05-30 04:37:58.416996
51.8,56443.09,32320.85,9,M,student,south,2026-05-30 04:37:58.416996
41.5,47497.32,40000.72,7,M,engineer,south,2026-05-30 04:37:58.416996
58.7,68940.43,28697.39,13,M,engineer,south,2026-05-30 04:37:58.416996
44.8,22019.72,22988.29,14,F,manager,north,2026-05-30 04:37:58.416996
43.4,8528.69,26369.89,9,F,manager,east,2026-05-30 04:37:58.416996
50.4,26419.2,35475.69,7,M,teacher,west,2026-05-30 04:37:58.416996
41.3,48816.61,43001.42,10,M,teacher,west,2026-05-30 04:37:58.416996
42.6,62046.43,25624.61,10,M,doctor,north,2026-05-30 04:37:58.416996
32.6,6918.78,14524.82,11,F,doctor,south,2026-05-30 04:37:58.416996
77.2,54791.02,33094.89,6,M,teacher,east,2026-05-30 04:37:58.416996
36.3,48617.6,11761.91,13,F,manager,south,2026-05-30 04:37:58.416996
50.8,57465.32,26684.78,13,F,engineer,north,2026-05-30 04:37:58.416996
64.9,20663.52,30175.76,13,F,manager,east,2026-05-30 04:37:58.416996
25.9,102074.8,20703.09,15,M,manager,east,2026-05-30 04:37:58.416996
49.3,55585.13,11142.16,10,F,student,east,2026-05-30 04:37:58.416996
42.3,33090.78,16545.39,13,F,student,west,2026-05-30 04:37:58.416996
63.5,57329.94,18202.95,6,M,doctor,east,2026-05-30 04:37:58.416996
31.1,81907.12,9356.89,11,M,teacher,south,2026-05-30 04:37:58.416996
33.0,31840.31,17366.85,13,F,doctor,west,2026-05-30 04:37:58.416996
41.4,28093.55,4576.43,11,F,manager,east,2026-05-30 04:37:58.416996
36.1,52875.28,29093.54,13,F,engineer,east,2026-05-30 04:37:58.416996
36.5,54411.35,26000.09,11,F,engineer,south,2026-05-30 04:37:58.416996
66.3,67769.29,25188.38,8,M,student,south,2026-05-30 04:37:58.416996
43.5,81555.27,17369.23,4,F,engineer,south,2026-05-30 04:37:58.416996
32.6,69040.01,18975.41,6,F,engineer,west,2026-05-30 04:37:58.416996
37.3,30021.64,12052.66,14,M,student,west,2026-05-30 04:37:58.416996
46.9,35721.25,28062.05,9,M,teacher,north,2026-05-30 04:37:58.416996
46.0,40630.59,5705.92,13,F,teacher,south,2026-05-30 04:37:58.416996
35.1,68998.16,23005.17,15,F,student,north,2026-05-30 04:37:58.416996
22.5,65920.71,14395.63,14,F,teacher,east,2026-05-30 04:37:58.416996
41.4,77707.67,43087.72,24,M,teacher,south,2026-05-30 04:37:58.416996
41.1,65046.04,28321.39,10,F,doctor,north,2026-05-30 04:37:58.416996
34.2,43705.52,21994.65,13,M,student,east,2026-05-30 04:37:58.416996
57.4,51457.59,8727.72,9,M,engineer,north,2026-05-30 04:37:58.416996
48.9,28694.41,5637.77,13,M,teacher,south,2026-05-30 04:37:58.416996
43.6,66306.6,27949.6,10,M,doctor,east,2026-05-30 04:37:58.416996
37.7,43730.92,43585.54,11,F,teacher,east,2026-05-30 04:37:58.416996
62.8,77037.37,26907.44,8,F,teacher,west,2026-05-30 04:37:58.416996
28.1,65805.35,24103.49,9,F,teacher,south,2026-05-30 04:37:58.416996
36.0,89883.99,24276.96,9,M,student,west,2026-05-30 04:37:58.416996
36.6,62556.33,23236.22,10,M,engineer,east,2026-05-30 04:37:58.416996
45.6,62219.32,24440.06,13,F,engineer,north,2026-05-30 04:37:58.416996
49.9,51714.67,13778.09,11,M,engineer,south,2026-05-30 04:37:58.416996
26.0,48077.64,10317.19,15,F,doctor,east,2026-05-30 04:37:58.416996
33.8,50344.27,23310.8,9,M,engineer,east,2026-05-30 04:37:58.416996
47.4,72984.66,39921.01,13,M,teacher,west,2026-05-30 04:37:58.416996
34.0,30725.01,31324.37,14,F,student,north,2026-05-30 04:37:58.416996
37.2,56139.89,7198.92,16,M,engineer,east,2026-05-30 04:37:58.416996
44.1,25006.04,18937.73,13,M,teacher,east,2026-05-30 04:37:58.416996
30.2,61713.55,30747.96,10,F,teacher,west,2026-05-30 04:37:58.416996
45.3,46746.47,40202.43,14,F,teacher,east,2026-05-30 04:37:58.416996
49.4,64065.2,43495.45,8,M,manager,south,2026-05-30 04:37:58.416996
42.5,41635.03,19471.4,19,M,engineer,west,2026-05-30 04:37:58.416996
59.1,50374.39,31890.77,13,F,manager,west,2026-05-30 04:37:58.416996
50.7,66382.41,24991.26,15,M,manager,north,2026-05-30 04:37:58.416996
41.5,57265.86,20563.27,16,M,teacher,south,2026-05-30 04:37:58.416996
38.1,82770.28,22748.16,16,M,student,west,2026-05-30 04:37:58.416996
63.1,46332.17,22895.5,13,M,teacher,south,2026-05-30 04:37:58.416996
34.1,44776.22,36101.97,11,F,manager,north,2026-05-30 04:37:58.416996
38.7,77262.25,5146.37,18,F,teacher,east,2026-05-30 04:37:58.416996
37.1,48390.64,27617.75,13,F,engineer,south,2026-05-30 04:37:58.416996
46.8,47562.07,40473.02,10,M,engineer,west,2026-05-30 04:37:58.416996
69.1,61895.83,39181.45,13,F,teacher,south,2026-05-30 04:37:58.416996
45.0,52050.63,28827.68,22,F,student,south,2026-05-31 04:37:58.416996
38.1,49392.18,12915.4,13,F,engineer,north,2026-05-31 04:37:58.416996
44.3,42526.08,31321.34,9,F,student,north,2026-05-31 04:37:58.416996
26.2,79521.85,37899.28,11,M,student,south,2026-05-31 04:37:58.416996
39.7,52288.42,15818.32,19,F,teacher,west,2026-05-31 04:37:58.416996
62.4,44881.33,26291.33,16,F,teacher,south,2026-05-31 04:37:58.416996
49.9,49656.1,19536.76,10,M,doctor,east,2026-05-31 04:37:58.416996
56.8,61388.59,14632.15,17,F,manager,east,2026-05-31 04:37:58.416996
54.2,81303.11,18217.96,15,M,engineer,east,2026-05-31 04:37:58.416996
33.5,51955.86,23542.37,13,M,teacher,east,2026-05-31 04:37:58.416996
64.9,39469.7,10981.17,19,F,engineer,east,2026-05-31 04:37:58.416996
20.7,89539.65,9014.68,11,F,student,north,2026-05-31 04:37:58.416996
46.0,57439.92,11324.73,16,F,engineer,south,2026-05-31 04:37:58.416996
17.3,53093.31,25934.81,10,F,manager,east,2026-05-31 04:37:58.416996
21.4,56293.02,4410.25,11,M,teacher,west,2026-05-31 04:37:58.416996
53.2,32581.72,-4603.75,7,M,manager,north,2026-05-31 04:37:58.416996
33.7,54182.7,38470.05,10,F,student,north,2026-05-31 04:37:58.416996
56.9,68672.94,9841.34,11,F,teacher,east,2026-05-31 04:37:58.416996
15.9,76962.16,19671.89,9,F,engineer,north,2026-05-31 04:37:58.416996
40.9,48552.21,33067.47,14,M,manager,west,2026-05-31 04:37:58.416996
27.4,58383.16,4740.89,12,M,student,north,2026-05-31 04:37:58.416996
38.1,77283.53,4726.7,11,M,manager,south,2026-05-31 04:37:58.416996
60.6,55675.52,14409.0,15,F,manager,north,2026-05-31 04:37:58.416996
63.5,67950.55,33535.66,10,M,manager,east,2026-05-31 04:37:58.416996
48.2,62637.6,21740.24,14,F,teacher,east,2026-05-31 04:37:58.416996
22.9,43043.03,21903.09,11,F,manager,west,2026-05-31 04:37:58.416996
27.5,38509.58,18454.92,15,M,engineer,east,2026-05-31 04:37:58.416996
43.9,74067.78,28745.62,14,F,teacher,north,2026-05-31 04:37:58.416996
32.3,6856.61,39182.16,10,M,doctor,north,2026-05-31 04:37:58.416996
49.9,42964.79,57808.29,6,M,student,east,2026-05-31 04:37:58.416996
62.1,29884.59,20222.97,12,M,student,south,2026-05-31 04:37:58.416996
30.2,74094.29,40311.37,8,F,engineer,south,2026-05-31 04:37:58.416996
31.3,79566.07,33991.18,8,M,manager,south,2026-05-31 04:37:58.416996
27.8,41962.01,25203.93,11,F,manager,north,2026-05-31 04:37:58.416996
38.9,104768.26,-4519.92,13,M,doctor,south,2026-05-31 04:37:58.416996
42.6,79789.9,17465.35,9,M,engineer,east,2026-05-31 04:37:58.416996
42.3,58548.8,17940.84,13,F,engineer,east,2026-05-31 04:37:58.416996
52.8,81999.81,26305.61,16,M,teacher,west,2026-05-31 04:37:58.416996
46.7,43448.89,19630.4,8,F,manager,east,2026-05-31 04:37:58.416996
41.3,50021.37,15241.61,12,F,engineer,east,2026-05-31 04:37:58.416996
42.5,63337.79,46360.12,15,F,doctor,north,2026-05-31 04:37:58.416996
43.0,42543.07,37698.13,12,M,engineer,east,2026-05-31 04:37:58.416996
41.3,31882.41,-2273.88,13,F,teacher,east,2026-05-31 04:37:58.416996
33.9,38116.15,18626.95,11,M,teacher,south,2026-05-31 04:37:58.416996
27.6,51459.69,29571.07,11,M,teacher,north,2026-05-31 04:37:58.416996
43.7,63447.68,37970.88,18,F,manager,south,2026-05-31 04:37:58.416996
36.0,48917.97,16960.28,11,M,engineer,north,2026-05-31 04:37:58.416996
48.3,25482.84,19415.55,18,F,teacher,east,2026-05-31 04:37:58.416996
42.9,63465.77,23137.41,12,F,manager,east,2026-05-31 04:37:58.416996
42.2,77920.73,29942.17,8,F,student,east,2026-05-31 04:37:58.416996
53.8,43120.99,3573.56,13,F,manager,east,2026-05-31 04:37:58.416996
25.1,84930.23,-2184.53,6,F,student,east,2026-05-31 04:37:58.416996
63.2,70639.72,37054.6,9,M,student,south,2026-05-31 04:37:58.416996
15.8,36025.15,10119.1,16,F,student,east,2026-05-31 04:37:58.416996
59.4,43337.63,47471.91,14,F,student,east,2026-05-31 04:37:58.416996
44.4,49366.36,11637.13,13,M,manager,south,2026-05-31 04:37:58.416996
35.7,51665.02,19780.51,11,M,student,east,2026-05-31 04:37:58.416996
24.3,11109.17,26423.2,8,M,teacher,east,2026-05-31 04:37:58.416996
34.8,41443.13,-3583.48,27,M,teacher,east,2026-05-31 04:37:58.416996
40.0,45034.58,56372.7,17,M,student,north,2026-05-31 04:37:58.416996
44.3,89030.08,17260.04,15,F,engineer,west,2026-05-31 04:37:58.416996
59.3,59084.66,11937.86,14,F,student,south,2026-05-31 04:37:58.416996
42.9,40635.72,8003.59,15,F,teacher,east,2026-05-31 04:37:58.416996
45.8,47106.45,26341.04,16,M,engineer,south,2026-05-31 04:37:58.416996
46.2,62651.58,25490.25,10,M,manager,east,2026-05-31 04:37:58.416996
38.1,48196.83,8408.44,9,M,teacher,north,2026-05-31 04:37:58.416996
39.7,44463.77,5536.7,15,M,manager,south,2026-05-31 04:37:58.416996
40.7,45042.25,34663.08,12,M,engineer,east,2026-05-31 04:37:58.416996
49.5,63635.15,14131.51,18,F,student,west,2026-05-31 04:37:58.416996
31.0,30129.13,1347.8,16,M,manager,west,2026-05-31 04:37:58.416996
35.9,35435.81,20224.94,18,F,engineer,west,2026-05-31 04:37:58.416996
46.3,38302.39,17179.28,14,F,engineer,east,2026-05-31 04:37:58.416996
29.1,35126.31,45400.36,17,M,doctor,east,2026-05-31 04:37:58.416996
43.4,40174.59,15733.78,19,M,student,south,2026-05-31 04:37:58.416996
35.5,71143.52,18301.29,14,F,doctor,north,2026-05-31 04:37:58.416996
48.1,73654.41,24633.47,15,M,teacher,south,2026-05-31 04:37:58.416996
58.5,59890.73,15149.58,15,M,student,south,2026-05-31 04:37:58.416996
35.5,58866.63,27291.48,7,F,student,south,2026-05-31 04:37:58.416996
51.1,42940.33,9797.54,9,M,manager,east,2026-05-31 04:37:58.416996
44.4,17540.32,19128.25,8,M,manager,east,2026-05-31 04:37:58.416996
37.4,57589.33,26881.77,18,F,engineer,south,2026-05-31 04:37:58.416996
42.1,60359.26,35651.65,5,M,teacher,south,2026-05-31 04:37:58.416996
57.6,42873.85,14965.75,18,M,student,north,2026-05-31 04:37:58.416996
39.9,35630.71,14822.48,7,F,teacher,west,2026-05-31 04:37:58.416996
57.7,32078.52,40494.78,7,M,teacher,west,2026-05-31 04:37:58.416996
40.6,58017.44,15378.16,12,F,doctor,north,2026-05-31 04:37:58.416996
25.1,56474.27,21319.1,20,M,teacher,east,2026-05-31 04:37:58.416996
40.2,76502.01,42553.03,12,M,student,south,2026-05-31 04:37:58.416996
24.1,40502.02,22809.49,13,M,engineer,north,2026-05-31 04:37:58.416996
38.2,49817.17,19026.94,11,F,manager,east,2026-05-31 04:37:58.416996
37.7,55309.61,19922.08,11,M,manager,east,2026-05-31 04:37:58.416996
63.8,45102.54,13114.58,14,M,student,south,2026-05-31 04:37:58.416996
61.3,70102.29,27409.4,5,F,teacher,north,2026-05-31 04:37:58.416996
43.0,77286.63,10911.73,14,F,teacher,south,2026-05-31 04:37:58.416996
56.5,35099.79,31342.11,16,M,manager,east,2026-05-31 04:37:58.416996
37.2,46754.5,22182.59,13,M,manager,west,2026-05-31 04:37:58.416996
24.9,78841.99,24825.68,19,M,engineer,east,2026-05-31 04:37:58.416996
48.3,60816.95,42756.42,9,M,engineer,east,2026-05-31 04:37:58.416996
46.3,57109.81,4611.05,12,F,teacher,south,2026-05-31 04:37:58.416996
30.7,61142.33,22293.06,6,F,engineer,east,2026-05-31 04:37:58.416996
31.3,66806.01,29656.98,11,M,manager,east,2026-05-31 04:37:58.416996
53.3,62004.95,14605.2,13,M,doctor,west,2026-05-31 04:37:58.416996
21.8,58844.71,33413.4,9,F,doctor,south,2026-05-31 04:37:58.416996
48.7,55172.35,15463.77,11,F,engineer,east,2026-06-01 04:37:58.416996
38.2,79268.04,25499.48,16,F,student,south,2026-06-01 04:37:58.416996
48.7,50206.89,20518.07,16,M,manager,south,2026-06-01 04:37:58.416996
53.9,55022.27,23941.42,4,M,teacher,west,2026-06-01 04:37:58.416996
31.5,82935.88,22887.38,14,F,engineer,east,2026-06-01 04:37:58.416996
28.3,60863.08,21616.41,7,M,manager,east,2026-06-01 04:37:58.416996
59.6,53801.46,16318.4,6,F,doctor,north,2026-06-01 04:37:58.416996
41.3,66353.44,14023.54,22,M,manager,east,2026-06-01 04:37:58.416996
45.9,59091.21,25791.83,6,F,manager,south,2026-06-01 04:37:58.416996
52.9,41695.93,22632.47,10,M,engineer,south,2026-06-01 04:37:58.416996
30.5,59411.83,13694.83,12,F,teacher,south,2026-06-01 04:37:58.416996
52.8,40442.19,26120.61,13,M,engineer,west,2026-06-01 04:37:58.416996
49.7,87881.9,16449.36,9,M,student,north,2026-06-01 04:37:58.416996
59.6,59297.99,40665.28,12,F,manager,west,2026-06-01 04:37:58.416996
59.4,38112.27,51870.16,14,F,student,west,2026-06-01 04:37:58.416996
42.8,47932.64,38668.56,10,M,engineer,north,2026-06-01 04:37:58.416996
51.0,68672.41,37999.89,12,M,doctor,west,2026-06-01 04:37:58.416996
42.5,35359.68,31770.01,13,F,manager,west,2026-06-01 04:37:58.416996
43.7,103968.36,19482.02,10,F,engineer,east,2026-06-01 04:37:58.416996
28.5,28805.45,-788.72,13,M,manager,south,2026-06-01 04:37:58.416996
39.3,71661.79,9699.93,7,M,manager,south,2026-06-01 04:37:58.416996
20.5,46241.03,13879.13,11,M,student,north,2026-06-01 04:37:58.416996
40.4,40440.41,36492.85,18,F,engineer,north,2026-06-01 04:37:58.416996
57.8,64679.18,25073.58,11,M,manager,east,2026-06-01 04:37:58.416996
51.3,46828.77,14085.72,14,F,student,east,2026-06-01 04:37:58.416996
43.3,83647.95,-142.24,16,M,manager,east,2026-06-01 04:37:58.416996
39.6,29776.75,49817.76,12,M,teacher,south,2026-06-01 04:37:58.416996
35.5,65121.01,28399.76,8,F,engineer,south,2026-06-01 04:37:58.416996
31.0,50045.99,32902.12,16,F,student,west,2026-06-01 04:37:58.416996
51.8,60333.02,15572.07,15,F,engineer,east,2026-06-01 04:37:58.416996
23.6,64253.71,20336.65,14,F,student,west,2026-06-01 04:37:58.416996
23.3,23830.87,17873.61,12,F,teacher,south,2026-06-01 04:37:58.416996
52.9,59212.13,22772.04,6,M,student,west,2026-06-01 04:37:58.416996
44.5,74602.96,44149.45,7,M,doctor,east,2026-06-01 04:37:58.416996
42.5,63394.97,7548.63,21,F,student,south,2026-06-01 04:37:58.416996
44.5,48362.13,21504.83,11,M,teacher,east,2026-06-01 04:37:58.416996
66.1,29551.51,26330.49,11,F,manager,west,2026-06-01 04:37:58.416996
42.7,64143.11,20598.19,7,F,engineer,south,2026-06-01 04:37:58.416996
45.5,88769.93,33943.9,13,F,teacher,east,2026-06-01 04:37:58.416996
66.7,66913.64,1172.27,12,F,manager,west,2026-06-01 04:37:58.416996
41.2,75838.94,44605.23,12,M,engineer,west,2026-06-01 04:37:58.416996
62.7,71794.3,5553.77,13,F,manager,east,2026-06-01 04:37:58.416996
16.7,47924.58,8438.71,10,F,teacher,north,2026-06-01 04:37:58.416996
28.1,56628.78,16606.56,3,F,doctor,south,2026-06-01 04:37:58.416996
34.0,70633.42,14228.97,11,M,doctor,east,2026-06-01 04:37:58.416996
49.0,26565.04,27094.04,14,M,teacher,south,2026-06-01 04:37:58.416996
63.3,66731.37,25704.3,9,M,engineer,west,2026-06-01 04:37:58.416996
34.9,77660.52,23362.68,6,F,engineer,east,2026-06-01 04:37:58.416996
53.7,54075.53,4985.42,12,F,teacher,north,2026-06-01 04:37:58.416996
68.8,69652.36,20326.57,10,M,teacher,south,2026-06-01 04:37:58.416996
60.8,45021.31,22236.79,18,F,manager,south,2026-06-01 04:37:58.416996
37.2,55688.22,36787.29,10,M,manager,east,2026-06-01 04:37:58.416996
52.4,50083.98,24393.32,9,F,doctor,south,2026-06-01 04:37:58.416996
46.1,63276.63,26591.89,11,M,manager,south,2026-06-01 04:37:58.416996
34.1,53118.54,45549.94,17,F,doctor,east,2026-06-01 04:37:58.416996
47.1,24828.77,8078.72,9,M,engineer,north,2026-06-01 04:37:58.416996
36.3,42073.71,17342.71,15,M,manager,east,2026-06-01 04:37:58.416996
43.5,89965.15,8369.8,16,F,engineer,south,2026-06-01 04:37:58.416996
25.5,65215.63,41278.23,16,M,teacher,west,2026-06-01 04:37:58.416996
20.8,17237.41,42098.12,11,F,engineer,south,2026-06-01 04:37:58.416996
38.6,76740.74,40342.31,13,M,manager,south,2026-06-01 04:37:58.416996
45.8,34249.22,28568.77,16,F,teacher,east,2026-06-01 04:37:58.416996
28.5,71080.75,26566.02,18,M,engineer,north,2026-06-01 04:37:58.416996
48.3,78260.22,16503.5,10,F,engineer,south,2026-06-01 04:37:58.416996
42.5,56830.42,31233.2,6,M,engineer,east,2026-06-01 04:37:58.416996
49.8,37055.93,6623.59,8,M,manager,north,2026-06-01 04:37:58.416996
53.3,42127.05,6582.64,11,M,manager,south,2026-06-01 04:37:58.416996
58.1,66326.65,16961.53,11,M,engineer,north,2026-06-01 04:37:58.416996
49.2,34561.28,44644.01,5,F,engineer,north,2026-06-01 04:37:58.416996
38.5,44525.92,15838.54,15,F,doctor,east,2026-06-01 04:37:58.416996
44.3,64232.09,17459.45,12,M,student,south,2026-06-01 04:37:58.416996
70.0,43278.85,25453.27,14,M,doctor,north,2026-06-01 04:37:58.416996
53.8,80574.06,32783.36,16,M,manager,north,2026-06-01 04:37:58.416996
42.9,36314.57,37024.25,16,M,doctor,north,2026-06-01 04:37:58.416996
40.2,-4186.82,8555.49,14,F,engineer,north,2026-06-01 04:37:58.416996
34.8,40992.03,20839.9,10,F,student,north,2026-06-01 04:37:58.416996
27.8,60582.22,24694.16,17,F,engineer,north,2026-06-01 04:37:58.416996
62.5,70539.94,25897.19,7,M,manager,north,2026-06-01 04:37:58.416996
47.7,47649.01,32389.52,12,F,student,east,2026-06-01 04:37:58.416996
26.8,50009.86,31841.01,13,M,teacher,west,2026-06-01 04:37:58.416996
40.5,54444.05,22305.93,11,F,engineer,west,2026-06-01 04:37:58.416996
57.2,86354.42,35828.55,9,F,doctor,south,2026-06-01 04:37:58.416996
36.6,61817.66,33625.42,9,M,manager,south,2026-06-01 04:37:58.416996
32.2,46130.08,32660.58,14,F,student,north,2026-06-01 04:37:58.416996
46.3,91931.77,15654.3,11,F,manager,north,2026-06-01 04:37:58.416996
49.9,55201.75,30554.77,11,F,teacher,east,2026-06-01 04:37:58.416996
36.7,17644.3,36442.81,20,F,teacher,west,2026-06-01 04:37:58.416996
34.8,30037.12,15833.8,8,M,manager,west,2026-06-01 04:37:58.416996
47.5,65048.26,23578.71,15,F,manager,east,2026-06-01 04:37:58.416996
28.5,23009.91,40776.95,7,F,engineer,south,2026-06-01 04:37:58.416996
35.5,63964.92,26757.88,9,M,manager,north,2026-06-01 04:37:58.416996
40.6,40960.58,20945.78,16,F,student,south,2026-06-01 04:37:58.416996
50.9,76198.89,39539.24,15,F,manager,east,2026-06-01 04:37:58.416996
36.9,58015.23,16354.01,12,M,engineer,east,2026-06-01 04:37:58.416996
48.8,25533.6,1646.49,17,F,engineer,east,2026-06-01 04:37:58.416996
56.0,71456.01,12649.99,9,F,teacher,west,2026-06-01 04:37:58.416996
35.9,79544.76,35632.11,6,F,manager,east,2026-06-01 04:37:58.416996
80.7,32017.0,28248.32,10,F,doctor,south,2026-06-01 04:37:58.416996
59.0,40549.8,22817.34,11,F,engineer,south,2026-06-02 04:37:58.416996
45.3,64042.92,34733.55,10,F,manager,north,2026-06-02 04:37:58.416996
39.8,67270.87,24002.3,12,M,manager,north,2026-06-02 04:37:58.416996
35.3,97358.42,19331.94,17,F,engineer,south,2026-06-02 04:37:58.416996
61.9,71036.35,32021.45,15,M,engineer,east,2026-06-02 04:37:58.416996
